bw_req,latency_req,priority,prb_usage,queue_len,hour_of_day,prb_allocated,expected_latency,sla_ok,type_emergency,type_industry,type_normal
0.522,200,1,95.8,33,9,5,376.01,0,False,False,True
0.467,200,1,70.3,23,1,7,346.76,0,False,False,True
0.453,200,1,67.5,47,19,5,376.75,0,False,False,True
2.233,50,2,66.4,45,18,15,88.09,0,False,True,False
0.463,200,1,78.1,6,20,7,330.57,0,False,False,True
1.849,50,2,90.8,43,14,17,85.2,0,False,True,False
6.093,10,3,40.9,41,6,30,11.85,0,True,False,False
0.556,200,1,66.2,36,11,6,361.97,0,False,False,True
2.427,50,2,78.7,31,23,15,83.06,0,False,True,False
0.629,200,1,89.5,13,19,6,355.58,0,False,False,True
0.614,200,1,88.2,21,17,7,354.22,0,False,False,True
1.653,50,2,85.3,21,15,16,81.71,0,False,True,False
0.509,200,1,47.5,35,19,8,344.66,0,False,False,True
0.519,200,1,62.3,49,19,5,373.33,0,False,False,True
0.618,200,1,66.3,9,8,8,326.2,0,False,False,True
0.446,200,1,43.7,7,10,6,320.01,0,False,False,True
0.518,200,1,62.1,7,21,7,323.24,0,False,False,True
0.424,200,1,40.8,25,8,8,330.78,0,False,False,True
0.475,200,1,41.1,8,19,9,314.45,0,False,False,True
2.317,50,2,83.5,19,22,15,85.07,0,False,True,False
0.549,200,1,52.1,42,15,8,357.88,0,False,False,True
2.323,50,2,76.7,47,23,17,88.92,0,False,True,False
0.644,200,1,58.9,8,6,5,334.75,0,False,False,True
0.644,200,1,79.9,37,19,5,374.49,0,False,False,True
4.729,10,3,56.1,37,23,32,12.14,0,True,False,False
0.405,200,1,71.1,41,16,5,372.23,0,False,False,True
0.504,200,1,61.6,21,4,5,346.94,0,False,False,True
2.052,50,2,95.2,44,18,17,87.98,0,False,True,False
0.608,200,1,55.7,44,9,7,359.98,0,False,False,True
0.484,200,1,81.4,25,8,6,361.34,0,False,False,True
4.248,10,3,87.8,2,17,32,11.26,0,True,False,False
0.41,200,1,63.0,9,1,6,328.93,0,False,False,True
1.871,50,2,57.3,16,0,17,81.39,0,False,True,False
0.606,200,1,42.4,37,8,5,348.04,0,False,False,True
0.513,200,1,61.9,42,18,7,363.83,0,False,False,True
0.524,200,1,42.3,27,19,5,343.18,0,False,False,True
0.49,200,1,64.5,15,22,5,343.69,0,False,False,True
0.567,200,1,96.5,8,4,6,352.09,0,False,False,True
0.436,200,1,69.8,6,10,8,328.65,0,False,False,True
1.954,50,2,86.8,36,16,16,83.56,0,False,True,False
0.463,200,1,82.1,11,23,5,346.44,0,False,False,True
4.194,10,3,80.7,41,17,30,13.08,0,True,False,False
0.627,200,1,57.6,12,17,5,338.19,0,False,False,True
1.793,50,2,62.2,40,10,15,85.5,0,False,True,False
1.68,50,2,85.0,13,21,17,77.91,0,False,True,False
6.389,10,3,41.6,39,0,30,14.36,0,True,False,False
0.618,200,1,80.6,13,23,5,344.24,0,False,False,True
1.747,50,2,92.3,14,5,16,80.85,0,False,True,False
0.615,200,1,47.2,30,8,5,347.87,0,False,False,True
6.263,10,3,64.8,24,13,30,9.47,1,True,False,False
2.092,50,2,70.3,1,22,19,69.99,0,False,True,False
0.605,200,1,64.8,3,4,6,329.57,0,False,False,True
0.439,200,1,82.3,30,23,5,371.46,0,False,False,True
2.468,50,2,40.1,38,9,15,79.6,0,False,True,False
0.485,200,1,86.1,21,0,5,356.99,0,False,False,True
0.433,200,1,73.7,35,13,5,366.85,0,False,False,True
0.604,200,1,84.3,17,2,5,352.62,0,False,False,True
2.462,50,2,90.9,35,15,17,91.52,0,False,True,False
6.171,10,3,90.9,5,6,30,17.32,0,True,False,False
0.518,200,1,94.1,34,9,5,378.01,0,False,False,True
5.619,10,3,68.7,32,23,30,19.6,0,True,False,False
0.552,200,1,62.8,49,1,5,370.71,0,False,False,True
0.467,200,1,73.7,18,7,5,352.66,0,False,False,True
0.596,200,1,53.5,4,23,8,319.36,0,False,False,True
0.574,200,1,44.7,15,3,6,327.18,0,False,False,True
0.469,200,1,67.3,10,20,5,335.81,0,False,False,True
1.946,50,2,82.6,39,17,16,90.52,0,False,True,False
0.438,200,1,44.7,25,13,6,341.72,0,False,False,True
0.565,200,1,81.8,39,10,6,371.52,0,False,False,True
0.573,200,1,83.3,32,5,5,366.02,0,False,False,True
0.466,200,1,54.6,25,23,5,340.74,0,False,False,True
0.4,200,1,74.2,45,6,5,375.29,0,False,False,True
0.472,200,1,55.4,29,5,5,346.42,0,False,False,True
0.506,200,1,66.3,37,8,5,362.97,0,False,False,True
0.506,200,1,60.6,7,18,6,327.72,0,False,False,True
0.556,200,1,87.9,19,18,5,363.34,0,False,False,True
0.482,200,1,68.4,48,19,5,374.06,0,False,False,True
2.295,50,2,83.9,43,4,15,92.45,0,False,True,False
1.61,50,2,93.4,42,12,15,86.55,0,False,True,False
1.626,50,2,85.4,16,4,15,83.56,0,False,True,False
1.767,50,2,70.1,45,21,15,90.29,0,False,True,False
1.815,50,2,43.8,41,22,16,84.49,0,False,True,False
2.319,50,2,90.3,16,23,15,83.73,0,False,True,False
4.817,10,3,65.2,39,0,30,13.38,0,True,False,False
5.395,10,3,89.1,45,7,30,19.91,0,True,False,False
0.508,200,1,63.5,18,2,5,343.05,0,False,False,True
0.579,200,1,89.5,38,20,6,379.29,0,False,False,True
2.553,50,2,43.1,48,5,16,81.82,0,False,True,False
0.401,200,1,94.7,37,5,6,379.94,0,False,False,True
2.338,50,2,83.7,1,2,18,80.21,0,False,True,False
0.474,200,1,49.1,46,19,6,361.22,0,False,False,True
0.546,200,1,82.7,12,22,5,351.22,0,False,False,True
4.05,10,3,72.5,20,7,30,11.33,0,True,False,False
0.635,200,1,69.7,41,8,6,371.32,0,False,False,True
0.509,200,1,92.9,16,1,5,362.69,0,False,False,True
0.474,200,1,60.2,21,23,5,349.38,0,False,False,True
0.625,200,1,47.3,20,0,7,335.79,0,False,False,True
0.518,200,1,71.6,45,4,5,372.07,0,False,False,True
1.921,50,2,52.8,47,6,16,85.93,0,False,True,False
0.502,200,1,54.5,6,12,7,319.55,0,False,False,True
1.784,50,2,78.8,36,7,17,82.3,0,False,True,False
0.637,200,1,59.1,15,1,5,339.45,0,False,False,True
0.618,200,1,82.7,48,22,7,384.03,0,False,False,True
0.464,200,1,93.0,37,10,6,377.91,0,False,False,True
0.632,200,1,89.8,18,2,6,351.94,0,False,False,True
1.71,50,2,72.7,20,14,15,79.56,0,False,True,False
2.314,50,2,43.2,12,17,18,71.27,0,False,True,False
2.282,50,2,88.3,41,21,15,91.29,0,False,True,False
2.365,50,2,49.6,29,0,15,84.77,0,False,True,False
0.454,200,1,44.2,41,11,6,352.11,0,False,False,True
2.584,50,2,62.4,39,9,15,85.43,0,False,True,False
4.956,10,3,93.3,15,9,30,17.11,0,True,False,False
0.608,200,1,80.7,17,20,5,355.04,0,False,False,True
0.506,200,1,77.1,10,23,5,342.89,0,False,False,True
0.515,200,1,54.6,24,16,6,338.99,0,False,False,True
0.587,200,1,64.9,20,11,5,341.59,0,False,False,True
1.953,50,2,48.2,49,16,15,84.66,0,False,True,False
1.671,50,2,85.5,42,1,15,86.2,0,False,True,False
0.603,200,1,90.1,12,22,6,347.39,0,False,False,True
0.433,200,1,41.3,3,0,6,317.6,0,False,False,True
1.696,50,2,73.6,39,13,15,88.69,0,False,True,False
0.423,200,1,77.6,39,8,5,375.68,0,False,False,True
2.573,50,2,42.1,14,3,16,69.93,0,False,True,False
1.842,50,2,78.7,1,9,19,80.15,0,False,True,False
0.467,200,1,88.5,28,7,5,365.37,0,False,False,True
0.559,200,1,60.8,5,1,8,317.93,0,False,False,True
0.6,200,1,88.8,13,23,5,350.23,0,False,False,True
5.23,10,3,62.5,27,19,30,11.76,0,True,False,False
0.532,200,1,65.7,19,5,6,346.74,0,False,False,True
1.775,50,2,69.4,22,9,15,82.11,0,False,True,False
2.251,50,2,48.8,30,20,17,81.7,0,False,True,False
0.485,200,1,80.5,40,20,7,375.57,0,False,False,True
0.585,200,1,54.4,7,16,5,323.32,0,False,False,True
0.637,200,1,52.8,32,15,8,343.02,0,False,False,True
0.451,200,1,52.2,6,14,9,317.31,0,False,False,True
0.599,200,1,51.5,31,1,8,346.07,0,False,False,True
0.577,200,1,81.2,42,13,5,373.31,0,False,False,True
5.79,10,3,59.6,9,4,30,15.2,0,True,False,False
0.449,200,1,78.3,39,13,7,364.45,0,False,False,True
1.951,50,2,87.7,48,10,15,91.73,0,False,True,False
2.258,50,2,43.6,44,15,15,84.12,0,False,True,False
0.561,200,1,83.2,35,2,7,369.48,0,False,False,True
0.544,200,1,90.7,45,20,6,386.08,0,False,False,True
4.337,10,3,63.3,20,8,30,14.21,0,True,False,False
1.626,50,2,92.7,41,5,17,93.22,0,False,True,False
0.45,200,1,43.4,37,20,5,350.61,0,False,False,True
6.416,10,3,72.8,14,5,32,16.6,0,True,False,False
0.41,200,1,62.9,32,16,5,357.74,0,False,False,True
0.424,200,1,47.5,7,17,6,324.88,0,False,False,True
0.413,200,1,68.6,41,13,7,360.7,0,False,False,True
0.512,200,1,56.4,5,16,8,321.98,0,False,False,True
0.552,200,1,94.1,17,11,5,362.69,0,False,False,True
2.032,50,2,86.6,18,18,15,85.65,0,False,True,False
0.531,200,1,61.0,18,15,5,347.0,0,False,False,True
0.586,200,1,82.2,3,18,8,332.76,0,False,False,True
1.7,50,2,93.1,18,2,16,82.52,0,False,True,False
0.453,200,1,73.8,19,23,6,345.62,0,False,False,True
0.583,200,1,54.6,45,1,5,363.87,0,False,False,True
0.553,200,1,48.7,49,9,5,362.0,0,False,False,True
0.478,200,1,69.3,41,9,6,369.14,0,False,False,True
0.552,200,1,63.5,44,22,7,368.02,0,False,False,True
0.458,200,1,40.3,14,7,5,329.58,0,False,False,True
0.615,200,1,44.4,18,9,7,328.23,0,False,False,True
0.469,200,1,80.9,30,17,6,363.35,0,False,False,True
0.504,200,1,46.1,23,9,5,338.93,0,False,False,True
0.618,200,1,89.2,3,7,6,340.73,0,False,False,True
0.642,200,1,43.2,6,15,6,316.73,0,False,False,True
1.603,50,2,53.8,9,10,15,80.06,0,False,True,False
0.637,200,1,87.1,35,14,5,379.76,0,False,False,True
0.443,200,1,84.0,25,19,6,355.73,0,False,False,True
6.365,10,3,92.8,5,9,30,14.85,0,True,False,False
0.613,200,1,58.0,5,19,6,323.34,0,False,False,True
2.491,50,2,49.5,38,22,16,78.87,0,False,True,False
1.991,50,2,94.0,19,16,16,86.25,0,False,True,False
0.512,200,1,93.4,36,13,5,377.07,0,False,False,True
2.359,50,2,72.0,12,7,16,75.11,0,False,True,False
0.543,200,1,54.5,6,4,7,322.35,0,False,False,True
0.612,200,1,67.4,41,6,5,370.93,0,False,False,True
0.464,200,1,72.2,19,16,5,349.88,0,False,False,True
4.556,10,3,71.1,10,10,30,15.64,0,True,False,False
2.594,50,2,45.2,29,21,15,78.61,0,False,True,False
0.517,200,1,89.1,29,9,7,369.49,0,False,False,True
0.576,200,1,42.4,49,2,8,349.78,0,False,False,True
0.611,200,1,66.6,33,5,5,360.35,0,False,False,True
1.791,50,2,40.9,26,11,16,80.62,0,False,True,False
0.636,200,1,74.7,44,19,6,376.57,0,False,False,True
0.544,200,1,79.7,41,1,5,374.43,0,False,False,True
0.523,200,1,84.0,32,7,5,365.13,0,False,False,True
1.733,50,2,77.3,18,15,15,80.18,0,False,True,False
0.55,200,1,93.4,5,1,5,351.09,0,False,False,True
0.422,200,1,89.1,22,14,7,359.47,0,False,False,True
0.455,200,1,44.7,38,1,6,350.34,0,False,False,True
1.957,50,2,95.1,2,1,16,74.9,0,False,True,False
0.537,200,1,82.4,13,11,5,348.24,0,False,False,True
0.495,200,1,75.2,23,21,6,352.82,0,False,False,True
2.369,50,2,46.0,23,7,15,82.8,0,False,True,False
0.599,200,1,42.3,46,14,6,356.75,0,False,False,True
0.639,200,1,73.5,5,18,7,329.33,0,False,False,True
6.187,10,3,83.7,31,5,30,11.35,0,True,False,False
2.389,50,2,70.3,10,17,15,78.86,0,False,True,False
0.517,200,1,89.1,3,4,7,339.66,0,False,False,True
6.192,10,3,92.9,32,15,32,14.78,0,True,False,False
0.587,200,1,51.7,21,18,8,335.91,0,False,False,True
2.242,50,2,76.7,12,13,15,82.89,0,False,True,False
0.472,200,1,58.5,6,5,8,320.57,0,False,False,True
4.64,10,3,77.7,32,9,30,11.4,0,True,False,False
0.429,200,1,51.7,14,4,5,332.21,0,False,False,True
0.487,200,1,89.2,7,8,8,337.14,0,False,False,True
0.585,200,1,64.7,19,15,7,344.75,0,False,False,True
0.445,200,1,77.8,49,3,6,375.8,0,False,False,True
2.099,50,2,60.0,14,16,17,72.52,0,False,True,False
0.556,200,1,63.8,1,23,8,321.21,0,False,False,True
6.351,10,3,71.6,31,10,32,11.44,0,True,False,False
4.814,10,3,51.4,36,20,30,16.31,0,True,False,False
2.59,50,2,45.2,30,21,15,82.35,0,False,True,False
0.609,200,1,60.0,4,4,5,324.39,0,False,False,True
0.542,200,1,82.2,5,17,5,339.09,0,False,False,True
0.497,200,1,74.6,22,17,7,353.41,0,False,False,True
0.594,200,1,53.0,28,15,8,336.61,0,False,False,True
1.638,50,2,55.7,23,12,15,75.3,0,False,True,False
0.413,200,1,64.4,31,2,5,356.41,0,False,False,True
0.425,200,1,68.1,28,7,5,358.39,0,False,False,True
0.636,200,1,55.2,47,9,5,368.72,0,False,False,True
1.711,50,2,75.8,3,18,18,76.16,0,False,True,False
0.619,200,1,66.4,35,5,5,362.36,0,False,False,True
0.547,200,1,59.6,28,12,7,344.43,0,False,False,True
2.563,50,2,59.8,46,5,15,90.8,0,False,True,False
6.458,10,3,73.0,39,6,32,10.39,0,True,False,False
0.494,200,1,91.1,5,18,5,347.62,0,False,False,True
0.485,200,1,54.3,36,22,6,355.32,0,False,False,True
1.804,50,2,93.2,30,6,17,81.75,0,False,True,False
0.541,200,1,46.5,27,12,8,332.72,0,False,False,True
2.204,50,2,86.6,46,17,15,92.06,0,False,True,False
0.623,200,1,76.1,32,6,6,361.08,0,False,False,True
0.51,200,1,80.3,22,20,7,352.43,0,False,False,True
0.456,200,1,88.6,13,8,5,349.98,0,False,False,True
0.566,200,1,52.2,4,13,8,315.8,0,False,False,True
1.716,50,2,41.3,20,9,15,73.24,0,False,True,False
2.308,50,2,43.9,32,7,17,78.61,0,False,True,False
0.638,200,1,93.9,18,2,5,363.48,0,False,False,True
0.433,200,1,76.5,40,1,5,374.19,0,False,False,True
0.458,200,1,42.7,41,1,5,355.48,0,False,False,True
1.748,50,2,83.7,14,13,15,79.3,0,False,True,False
2.289,50,2,92.7,33,16,16,87.81,0,False,True,False
4.782,10,3,50.2,31,15,30,17.81,0,True,False,False
0.528,200,1,81.0,11,19,5,351.62,0,False,False,True
2.546,50,2,48.3,37,0,15,77.16,0,False,True,False
0.468,200,1,74.1,8,22,6,341.68,0,False,False,True
0.588,200,1,73.6,42,17,6,373.74,0,False,False,True
0.493,200,1,53.9,47,5,5,367.42,0,False,False,True
1.854,50,2,47.9,8,17,16,77.17,0,False,True,False
0.508,200,1,92.3,49,13,5,391.55,0,False,False,True
0.457,200,1,51.4,2,16,7,316.39,0,False,False,True
0.572,200,1,56.1,24,3,5,348.34,0,False,False,True
0.647,200,1,63.2,19,20,6,340.04,0,False,False,True
0.648,200,1,65.4,23,19,5,351.62,0,False,False,True
0.481,200,1,71.1,39,23,5,372.51,0,False,False,True
1.653,50,2,88.3,5,6,15,80.18,0,False,True,False
4.997,10,3,46.8,4,5,30,14.61,0,True,False,False
0.422,200,1,78.9,9,10,6,343.92,0,False,False,True
0.533,200,1,80.1,10,0,5,345.86,0,False,False,True
0.608,200,1,60.8,33,3,5,352.06,0,False,False,True
0.519,200,1,51.0,20,8,8,330.24,0,False,False,True
2.417,50,2,68.9,15,1,16,83.09,0,False,True,False
1.699,50,2,46.7,5,1,18,73.34,0,False,True,False
0.539,200,1,80.2,7,23,6,339.05,0,False,False,True
0.607,200,1,55.2,23,6,5,342.62,0,False,False,True
2.586,50,2,45.7,20,13,16,80.91,0,False,True,False
0.617,200,1,53.5,28,8,7,344.32,0,False,False,True
4.08,10,3,47.6,10,15,30,8.76,1,True,False,False
0.454,200,1,96.9,15,12,5,357.47,0,False,False,True
2.21,50,2,81.4,38,12,16,82.86,0,False,True,False
0.504,200,1,55.0,11,23,7,325.53,0,False,False,True
1.943,50,2,62.9,45,19,17,87.29,0,False,True,False
0.572,200,1,95.2,21,15,5,366.08,0,False,False,True
5.368,10,3,43.0,33,17,32,12.02,0,True,False,False
6.211,10,3,78.5,36,14,30,19.24,0,True,False,False
1.76,50,2,59.4,39,22,15,79.32,0,False,True,False
0.633,200,1,60.6,29,19,6,349.14,0,False,False,True
0.601,200,1,85.6,37,16,5,377.72,0,False,False,True
1.618,50,2,52.3,34,17,15,80.65,0,False,True,False
0.484,200,1,54.4,15,15,5,332.14,0,False,False,True
0.424,200,1,46.8,45,1,8,352.01,0,False,False,True
0.613,200,1,91.7,39,19,5,381.04,0,False,False,True
4.255,10,3,44.2,12,0,31,12.29,0,True,False,False
0.527,200,1,93.9,6,16,5,352.96,0,False,False,True
2.279,50,2,74.6,15,4,15,78.94,0,False,True,False
2.09,50,2,58.1,21,8,15,75.82,0,False,True,False
0.421,200,1,42.7,43,9,6,354.56,0,False,False,True
1.788,50,2,90.6,46,6,15,86.59,0,False,True,False
0.472,200,1,84.5,35,17,6,368.76,0,False,False,True
0.524,200,1,68.6,26,6,7,351.06,0,False,False,True
0.566,200,1,63.6,36,23,7,361.27,0,False,False,True
0.48,200,1,67.3,5,19,8,323.04,0,False,False,True
4.378,10,3,79.9,6,22,32,12.55,0,True,False,False
2.436,50,2,94.1,34,12,16,90.5,0,False,True,False
0.488,200,1,49.5,3,20,8,316.74,0,False,False,True
4.597,10,3,51.8,25,2,30,16.05,0,True,False,False
1.893,50,2,86.7,25,3,15,81.04,0,False,True,False
4.178,10,3,83.4,32,0,31,14.73,0,True,False,False
5.459,10,3,56.0,16,22,30,15.72,0,True,False,False
1.622,50,2,88.8,38,12,15,87.45,0,False,True,False
2.586,50,2,86.8,43,13,15,85.4,0,False,True,False
0.488,200,1,63.0,10,18,8,323.54,0,False,False,True
0.444,200,1,90.7,29,16,5,370.48,0,False,False,True
0.603,200,1,61.7,31,20,6,354.32,0,False,False,True
2.395,50,2,84.6,26,5,15,86.77,0,False,True,False
2.551,50,2,44.4,14,16,17,70.98,0,False,True,False
1.833,50,2,91.6,34,13,15,89.03,0,False,True,False
0.534,200,1,52.4,2,1,7,312.92,0,False,False,True
0.587,200,1,56.1,25,5,5,348.72,0,False,False,True
4.245,10,3,65.5,26,4,32,16.99,0,True,False,False
0.632,200,1,54.9,39,18,6,353.74,0,False,False,True
6.425,10,3,71.4,35,16,30,13.6,0,True,False,False
0.437,200,1,76.3,4,17,5,338.27,0,False,False,True
0.614,200,1,46.7,14,1,6,324.08,0,False,False,True
0.501,200,1,44.3,34,20,8,343.26,0,False,False,True
0.441,200,1,82.9,28,2,6,363.46,0,False,False,True
0.542,200,1,63.4,27,9,5,348.58,0,False,False,True
2.31,50,2,51.9,21,20,15,78.15,0,False,True,False
0.577,200,1,75.5,29,23,7,354.73,0,False,False,True
4.806,10,3,65.0,1,5,30,18.19,0,True,False,False
0.41,200,1,49.2,15,17,5,332.35,0,False,False,True
0.614,200,1,82.0,1,0,5,337.78,0,False,False,True
0.603,200,1,87.8,6,1,5,346.35,0,False,False,True
0.419,200,1,86.5,43,18,5,383.74,0,False,False,True
0.464,200,1,43.0,15,16,6,320.88,0,False,False,True
0.428,200,1,53.7,48,18,5,364.67,0,False,False,True
0.411,200,1,49.1,22,11,8,332.08,0,False,False,True
5.787,10,3,81.5,37,23,31,19.12,0,True,False,False
5.447,10,3,64.5,44,8,32,18.6,0,True,False,False
2.27,50,2,81.8,3,0,17,79.99,0,False,True,False
1.668,50,2,78.4,4,16,15,76.29,0,False,True,False
0.469,200,1,78.0,29,3,7,360.56,0,False,False,True
1.652,50,2,41.7,6,22,19,67.5,0,False,True,False
0.46,200,1,69.4,40,20,6,367.34,0,False,False,True
1.692,50,2,64.5,27,3,17,83.86,0,False,True,False
1.731,50,2,53.8,46,6,15,88.06,0,False,True,False
0.515,200,1,96.9,10,6,5,359.35,0,False,False,True
0.559,200,1,88.1,13,7,5,354.3,0,False,False,True
0.622,200,1,78.2,48,7,5,386.45,0,False,False,True
0.604,200,1,57.9,8,15,8,325.32,0,False,False,True
0.541,200,1,46.8,40,13,7,353.51,0,False,False,True
1.873,50,2,75.7,1,1,19,75.58,0,False,True,False
0.647,200,1,74.3,24,22,7,352.37,0,False,False,True
0.557,200,1,96.3,3,16,8,340.46,0,False,False,True
0.408,200,1,53.7,1,0,6,314.6,0,False,False,True
1.72,50,2,79.9,4,12,17,72.36,0,False,True,False
0.58,200,1,46.3,33,19,7,342.7,0,False,False,True
5.611,10,3,74.2,24,14,30,10.92,0,True,False,False
5.248,10,3,59.2,13,2,31,17.51,0,True,False,False
2.292,50,2,46.9,24,10,15,78.93,0,False,True,False
0.424,200,1,62.9,19,18,5,347.04,0,False,False,True
0.519,200,1,64.5,30,13,6,357.27,0,False,False,True
0.58,200,1,90.4,18,11,5,363.48,0,False,False,True
0.649,200,1,53.9,34,5,7,344.82,0,False,False,True
0.645,200,1,56.9,42,16,5,365.54,0,False,False,True
2.166,50,2,44.4,7,12,18,69.02,0,False,True,False
2.392,50,2,63.7,31,9,15,78.84,0,False,True,False
0.432,200,1,53.7,20,6,5,338.06,0,False,False,True
4.681,10,3,71.3,22,17,32,9.44,1,True,False,False
0.429,200,1,88.1,3,3,8,331.74,0,False,False,True
0.576,200,1,60.5,12,4,8,324.67,0,False,False,True
0.547,200,1,91.2,21,23,6,364.5,0,False,False,True
0.425,200,1,54.7,10,16,5,332.11,0,False,False,True
0.618,200,1,61.3,11,16,7,329.29,0,False,False,True
0.407,200,1,79.6,21,8,6,350.18,0,False,False,True
0.401,200,1,70.3,8,21,8,329.47,0,False,False,True
0.642,200,1,81.3,9,6,7,344.75,0,False,False,True
1.7,50,2,48.9,34,12,15,85.85,0,False,True,False
0.479,200,1,77.3,39,2,7,370.08,0,False,False,True
0.421,200,1,46.1,41,14,5,359.86,0,False,False,True
2.049,50,2,95.8,43,0,15,94.22,0,False,True,False
0.453,200,1,75.6,23,10,7,347.61,0,False,False,True
0.418,200,1,62.8,18,15,7,342.92,0,False,False,True
0.51,200,1,43.4,2,10,8,305.57,0,False,False,True
2.558,50,2,41.7,44,14,17,85.4,0,False,True,False
0.536,200,1,53.6,3,22,6,317.13,0,False,False,True
0.561,200,1,66.1,43,10,5,371.26,0,False,False,True
2.331,50,2,96.6,3,9,17,75.7,0,False,True,False
2.241,50,2,69.8,10,19,15,78.69,0,False,True,False
0.501,200,1,63.0,36,5,5,358.42,0,False,False,True
1.808,50,2,47.1,49,17,15,83.25,0,False,True,False
0.644,200,1,89.2,33,5,5,369.7,0,False,False,True
0.504,200,1,54.0,9,2,7,326.14,0,False,False,True
2.262,50,2,65.2,13,7,15,79.52,0,False,True,False
0.538,200,1,59.8,24,1,5,345.27,0,False,False,True
0.557,200,1,72.3,10,20,8,331.11,0,False,False,True
0.461,200,1,47.8,35,17,8,340.55,0,False,False,True
1.777,50,2,89.8,36,20,15,85.71,0,False,True,False
0.645,200,1,85.4,15,1,6,354.74,0,False,False,True
2.038,50,2,95.2,32,19,16,84.96,0,False,True,False
2.42,50,2,96.7,45,9,15,90.63,0,False,True,False
0.609,200,1,90.0,11,5,7,348.45,0,False,False,True
2.574,50,2,58.7,35,19,15,88.07,0,False,True,False
0.568,200,1,66.4,34,21,6,357.02,0,False,False,True
1.832,50,2,90.1,38,10,15,91.27,0,False,True,False
0.552,200,1,45.8,3,8,10,306.35,0,False,False,True
2.052,50,2,84.1,21,0,15,84.97,0,False,True,False
0.407,200,1,40.8,17,8,5,328.21,0,False,False,True
0.631,200,1,44.2,27,7,5,339.26,0,False,False,True
2.119,50,2,84.6,22,17,15,82.58,0,False,True,False
5.57,10,3,71.2,44,13,32,16.46,0,True,False,False
1.977,50,2,40.1,25,5,15,76.54,0,False,True,False
0.62,200,1,42.2,48,8,5,357.66,0,False,False,True
2.025,50,2,62.3,1,7,19,76.19,0,False,True,False
0.53,200,1,74.4,37,16,5,371.28,0,False,False,True
0.576,200,1,75.0,41,22,7,369.43,0,False,False,True
1.833,50,2,93.7,49,12,16,94.83,0,False,True,False
0.628,200,1,88.3,37,12,5,382.17,0,False,False,True
0.526,200,1,50.0,5,20,5,317.63,0,False,False,True
2.498,50,2,73.1,32,18,16,86.15,0,False,True,False
1.865,50,2,75.4,9,9,17,74.21,0,False,True,False
4.012,10,3,78.6,30,5,30,14.78,0,True,False,False
0.425,200,1,59.2,17,15,6,333.34,0,False,False,True
0.538,200,1,55.5,12,18,7,326.03,0,False,False,True
0.417,200,1,41.9,4,13,10,302.48,0,False,False,True
0.648,200,1,45.9,36,15,5,347.37,0,False,False,True
0.62,200,1,69.1,1,6,5,325.05,0,False,False,True
0.594,200,1,77.1,1,6,9,325.11,0,False,False,True
0.599,200,1,74.0,30,21,6,359.74,0,False,False,True
2.423,50,2,96.0,15,9,15,79.77,0,False,True,False
2.377,50,2,61.2,1,9,18,76.09,0,False,True,False
2.248,50,2,72.5,26,8,17,86.36,0,False,True,False
4.102,10,3,44.4,14,0,30,15.0,0,True,False,False
0.497,200,1,67.8,15,2,6,342.14,0,False,False,True
0.646,200,1,52.2,10,5,5,327.21,0,False,False,True
4.949,10,3,90.6,10,20,30,11.57,0,True,False,False
2.582,50,2,80.0,27,17,15,80.33,0,False,True,False
0.496,200,1,93.8,48,14,5,391.47,0,False,False,True
0.647,200,1,90.7,41,3,7,380.12,0,False,False,True
2.214,50,2,78.7,22,13,17,81.3,0,False,True,False
0.403,200,1,62.8,10,4,5,334.5,0,False,False,True
6.423,10,3,48.0,8,22,31,10.69,0,True,False,False
2.178,50,2,79.9,29,22,15,89.72,0,False,True,False
0.621,200,1,94.5,7,18,6,352.01,0,False,False,True
0.502,200,1,79.5,19,12,5,352.7,0,False,False,True
6.115,10,3,93.9,33,4,30,11.23,0,True,False,False
0.629,200,1,91.8,19,21,5,359.85,0,False,False,True
0.534,200,1,52.1,19,5,5,334.21,0,False,False,True
0.516,200,1,84.2,41,19,6,374.78,0,False,False,True
0.419,200,1,68.4,34,23,5,361.09,0,False,False,True
0.47,200,1,87.9,21,4,7,360.75,0,False,False,True
0.542,200,1,49.4,31,19,6,347.57,0,False,False,True
0.556,200,1,40.8,34,9,5,345.99,0,False,False,True
2.09,50,2,66.0,49,0,15,87.29,0,False,True,False
6.396,10,3,54.9,26,18,30,10.4,0,True,False,False
2.338,50,2,47.3,12,14,15,70.76,0,False,True,False
0.465,200,1,70.7,17,2,5,344.96,0,False,False,True
2.141,50,2,50.8,19,18,15,75.17,0,False,True,False
0.643,200,1,95.8,12,18,6,351.62,0,False,False,True
0.643,200,1,48.1,48,10,5,365.09,0,False,False,True
5.952,10,3,60.9,29,12,32,10.78,0,True,False,False
0.516,200,1,78.7,33,9,7,363.28,0,False,False,True
0.529,200,1,89.0,24,23,5,360.53,0,False,False,True
0.506,200,1,40.9,36,15,7,341.36,0,False,False,True
1.781,50,2,53.9,2,11,18,72.45,0,False,True,False
0.438,200,1,75.1,41,0,6,366.49,0,False,False,True
0.505,200,1,66.3,36,14,6,363.95,0,False,False,True
0.475,200,1,48.5,33,14,5,353.31,0,False,False,True
0.643,200,1,92.8,31,21,5,372.14,0,False,False,True
0.461,200,1,52.4,19,6,7,335.51,0,False,False,True
0.513,200,1,52.1,29,17,5,349.58,0,False,False,True
0.487,200,1,52.1,15,21,5,332.64,0,False,False,True
